Address,OwnedAcres,Property,PropertyID,SubArea,UnownedAcres,YearAcquired,Zip,_id__id,amenities_0,amenities_1,loc_lon,loc_lat,amenities_2,amenities_3,amenities_4,amenities_5,amenities_6,amenities_7,amenities_8,amenities_9,amenities_10,col_22,amenities_11,amenities_12,amenities_13,amenities_14,amenities_15,amenities_16,amenities_17,amenities_18,amenities_19,_created_at,_updated_at
SE 115th Ave & Division St,4.06,West Powellhurst Park,850,OE,0,1986,97266,4ff75389c89f8f7b9f810200,soccer field,softball field,-122.543977,45.502613,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
4619 N Michigan Ave,0.21,Patton Community Garden,885,NE,0,2002,97217,4ff75389c89f8f7b9f900200,community garden,,-122.677665,45.556704,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 152nd Ave & Belmore St,43.16,Clatsop Butte Park,925,OE,0,2000,97236,4ff75389c89f8f7b9fa20200,,,-122.503209,45.473925,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
NE 33rd Ave & US Grant Pl,0,Grant Pool,1112,NE,0,,97212,4ff75389c89f8f7b9fb60200,swimming pool : outdoor,,-122.628733,45.53985,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
810 NW 11th Ave,0.94,Jamison Square,1140,CC/NW,0,2000,97209,4ff75389c89f8f7b9fc70200,fountain,statue or public art,-122.681835,45.529034,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
11206 NE Prescott St,1.08,"Senn's Dairy Park",1224,OE,0,2000,97220,4ff75389c89f8f7b9fd70200,paths : unpaved,playground,-122.546734,45.554973,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
4043 NE Fremont St,0,Beaumont SUN Community School,1277,NE,0,,97212,4ff75389c89f8f7b9fea0200,community school,,-122.620918,45.548876,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
NE Rocky Butte Rd,2.38,Joseph Wood Hill Park,1291,NE,0,1988,97220,4ff75389c89f8f7b9ff20200,historical site,statue or public art,-122.56588,45.546437,vista point,wedding site : reservable,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
NE 117th Ave & Holladay St,0.34,Hazelwood Community Garden,1336,OE,0,2008,97220,4ff75389c89f8f7b9ffd0200,community garden,,-122.543268,45.530812,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
4841 SE Tenino Dr,0.37,Errol Heights Community Garden,1419,SE,0,2011,97206,4ff75389c89f8f7b9f140300,community garden,,-122.613652,45.465001,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
7040 NE 47th Ave,24.75,Whitaker Ponds Natural Area,856,NE,0,1998,97218,4ff75389c89f8f7b9f830200,baseball field,natural area,-122.610758,45.573653,trails : hiking,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
1814-1816 SW River Pkwy,4.31,South Waterfront Park,916,CC/NW,0,1999,97201,4ff75389c89f8f7b9f9d0200,disabled access restroom,paths : paved,-122.672123,45.507855,statue or public art,canoe launch,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
12999 NE Holladay St,5.59,East Holladay Park,1109,OE,0,1993,97230,4ff75389c89f8f7b9fb30200,dog off-leash area,,-122.529206,45.530998,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
3229 NW Pittock Dr,54.21,Pittock Mansion Acres,1128,NW,0,1964,97210,4ff75389c89f8f7b9fc10200,trails : hiking,,-122.717618,45.524189,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SW Naito Pkwy & Curry St,0.23,Front & Curry Community Garden,1217,SW,0,1952,97201,4ff75389c89f8f7b9fd20200,community garden,,-122.678278,45.497723,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
2425 SE Bybee Blvd,0.41,Eastmoreland Garden,1255,SE,0,2004,,4ff75389c89f8f7b9fdf0200,public garden,paths : unpaved,-122.636076,45.474039,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
3039 NE Rosa Parks Way,0,Faubion SUN Community School,1280,NE,0,,97211,4ff75389c89f8f7b9fec0200,community school,,-122.63493,45.571086,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SW Washington Way & Wright Ave,0,Oregon Holocaust Memorial,1330,SW,0,,97204,4ff75389c89f8f7b9ffa0200,statue or public art,visitor attraction,-122.703755,45.522314,memorial,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
3508 SW Moody Ave,2.12,Caruthers Park,1385,SW,0,2009,97239,4ff75389c89f8f7b9f030300,bocce court,paths : paved,-122.671354,45.497141,statue or public art,splash pad,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
N Hunt St & Courtenay Ave,0.23,Portsmouth Community Garden,884,N,0,2001,97203,4ff75389c89f8f7b9f8f0200,community garden,,-122.71911,45.585551,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
7720 SW Macadam Ave,16.06,Willamette Moorage,921,SW,0,1984,97219,4ff75389c89f8f7b9fa00200,boat dock,natural area,-122.669331,45.468391,paths : paved,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE McLoughlin Blvd & Nehalem St,0,Westmoreland Park - Sckavone Stadium,1111,SE,0,,97202,4ff75389c89f8f7b9fb50200,baseball field,stadium,-122.639641,45.466476,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 92nd Ave & Holgate Blvd,0,Lents Park - Walker Stadium,1135,OE,0,1912,97266,4ff75389c89f8f7b9fc50200,baseball field,stadium,-122.570099,45.488713,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SW 11th Dr & Arnold St,0.48,Arnold Creek Natural Area,1221,SW,0,1995,97219,4ff75389c89f8f7b9fd40200,natural area,,-122.690039,45.4456,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
5401 NE Prescott St,0.3,Rigler Community Garden,1261,NE,0,2004,97218,4ff75389c89f8f7b9fe20200,community garden,,-122.609204,45.555728,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
7334 NE Siskiyou St,0,Roseway Heights SUN Community School,1281,NE,0,,97213,4ff75389c89f8f7b9fed0200,community school,,-122.587435,45.54411,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
815 SW Park Ave,0.46,Director Park,1335,CC/NW,0,2009,97205,4ff75389c89f8f7b9ffc0200,fountain,statue or public art,-122.681402,45.518678,visitor attraction,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 104th Ave & Bush St,0.23,Ed Benedict Community Garden,1418,OE,0,2011,97266,4ff75389c89f8f7b9f130300,community garden,,-122.554896,45.495165,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
12003 NE Shaver St,0,Parkrose SUN Community School,1286,NE,0,,97220,4ff75389c89f8f7b9ff10200,community school,,-122.539827,45.552747,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SW 1st St & Lincoln St,0.34,Portland Center Park,1327,CC/NW,0,1963,97201,4ff75389c89f8f7b9ff80200,paths : paved,statue or public art,-122.679832,45.506849,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
2735 NE 82nd Ave,0.25,Madison Community Garden,1372,NE,0,2010,97220,4ff75389c89f8f7b9f000300,community garden,,-122.579701,45.541656,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
N Houghton St & Burrage St,0.38,Kenton Community Garden,1430,N,0,2011,97217,4ff75389c89f8f7b9f190300,community garden,,-122.695452,45.587343,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 26th Ave & Powell Blvd,8.08,Powell Park,530,SE,0,1921,97202,4ff75389c89f8f7b9f4c0200,baseball field,basketball court,-122.641598,45.497828,disabled access restroom,disabled access picnic area,paths : paved,paths : unpaved,picnic site : reservable,playground,soccer field,volleyball court,picnic shelter,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
NE 33rd Ave & Skidmore St,14.4,Wilshire Park,862,NE,0,1940,97211,4ff75389c89f8f7b9f880200,disabled access restroom,disabled access picnic area,-122.628111,45.552917,dog off-leash area,paths : paved,paths : unpaved,picnic site : reservable,picnic tables,playground,soccer field,softball field,horseshoe pit,,volleyball court,picnic shelter,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SW 55th Ave & Iowa St,5.52,Pendleton Park,503,SW,0,1955,97221,4ff75389c89f8f7b9f3e0200,baseball field,basketball court,-122.732112,45.480477,disabled access play area,disabled access restroom,paths : paved,paths : unpaved,picnic tables,playground,soccer field,statue or public art,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
740 SE 106th Ave,0,East Portland Community Center & Pool,104,OE,0,1998,97216,4ff75389c89f8f7b9fc20100,basketball court : indoor,community center,-122.553131,45.515794,fitness room,gymnasium,kitchen : reservable,meeting room : reservable,party room : reservable,swimming pool : indoor,weight room,rock climbing wall,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
N Marine Dr & Lombard St,104.16,Kelley Point Park,209,N,0,1984,97203,4ff75389c89f8f7b9f010200,disabled access restroom,historical site,-122.76407,45.645946,paths : paved,paths : unpaved,picnic site : reservable,picnic tables,statue or public art,trails : hiking,vista point,canoe launch,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 110th Ave & Francis St,0.28,Boyles Community Garden,1325,OE,0,2007,97266,4ff75389c89f8f7b9ff60200,community garden,,-122.551358,45.493224,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 130th Ave & Boise St,0.44,Gilbert Heights Community Garden,1396,OE,0,2010,97236,4ff75389c89f8f7b9f070300,community garden,,-122.530438,45.492003,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
2245 NE 36th Ave,0.16,Grant Community Garden,1439,NE,0,2011,97212,4ff75389c89f8f7b9f1b0300,community garden,,-122.626279,45.539711,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
6820 SW 45th Ave,0,Southwest Community Center & Pool,1132,SW,0,1999,97219,4ff75389c89f8f7b9fc30200,basketball court : indoor,community center,-122.72204,45.475823,fitness room,gymnasium,kitchen : reservable,meeting room : reservable,party room : reservable,swimming pool : indoor,weight room,rock climbing wall,wireless Internet access,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
NE 62nd Ave & Tillamook St,0,Rose City Park,573,NE,0,1920,97213,4ff75389c89f8f7b9f530200,disabled access play area,disabled access restroom,-122.598361,45.538357,paths : paved,paths : unpaved,picnic tables,playground,soccer field,softball field,tennis court,tennis court :  lighted,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SW 21st Ave & Capitol Hill Rd,6.49,Custer Park,31,SW,0,1954,97219,4ff75389c89f8f7b9fa20100,disabled access play area,disabled access restroom,-122.700453,45.470594,paths : paved,playground,soccer field,softball field,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
77 NE Knott St,1.5,Matt Dishman Community Center & Pool,1117,NE,0,1950,97212,4ff75389c89f8f7b9fb90200,basketball court : indoor,community center,-122.665148,45.542166,fitness room,gymnasium,meeting room : reservable,party room : reservable,stage : indoor,statue or public art,swimming pool : indoor,weight room,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 7th Ave & Miller St,16.65,Sellwood Park,666,SE,0,1909,97202,4ff75389c89f8f7b9f5c0200,baseball field,basketball court,-122.660276,45.46776,disabled access restroom,disabled access picnic area,football field,paths : paved,paths : unpaved,picnic site : reservable,picnic tables,playground,soccer field,,softball field,tennis court,horseshoe pit,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
NW 29th Ave & Upshur St to Newberry Rd,5171,Forest Park,127,CC/NW,0,1947,97210-97229-97231,4ff75389c89f8f7b9fd30100,natural area,tours : guided,-122.77147,45.572037,trails : biking,trails : equestrian,trails : hiking,visitor attraction,vista point,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
NE 112th Ave & Prescott St,0.39,"Senn's Community Garden",1326,OE,0,2007,97220,4ff75389c89f8f7b9ff70200,community garden,,-122.546585,45.554699,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
12727 SE Market St,0.2,Peace Community Garden,1337,OE,0,2008,,4ff75389c89f8f7b9ffe0200,community garden,,-122.532108,45.512342,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
NE 52nd Ave & Pacific St,0.23,Frazer Community Garden,1420,NE,0,2011,97213,4ff75389c89f8f7b9f150300,community garden,,-122.611224,45.530417,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 92nd Ave & Holgate Blvd,38.14,Lents Park,234,OE,0,1914,97266,4ff75389c89f8f7b9f110200,baseball field,basketball court,-122.570483,45.487348,disabled access play area,disabled access restroom,disabled access picnic area,dog off-leash area,football field,paths : paved,paths : unpaved,picnic site : reservable,picnic tables,,playground,soccer field,softball field,stage,tennis court,horseshoe pit,tennis court :  lighted,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
N Lombard St & Bruce Ave,87.43,Pier Park,513,N,0,1920,97203,4ff75389c89f8f7b9f440200,baseball field,basketball court,-122.755599,45.602589,disabled access restroom,disabled access picnic area,disc golf,paths : paved,paths : unpaved,picnic site : reservable,picnic tables,playground,skatepark,,soccer field,softball field,tennis court,splash pad,picnic shelter,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 100th Ave & Powell Blvd,12.75,Ed Benedict Park,112,OE,0,1988,97266,4ff75389c89f8f7b9fc70100,basketball court,disabled access play area,-122.558062,45.49522,disabled access restroom,public garden,paths : paved,paths : unpaved,picnic tables,playground,skatepark,soccer field,statue or public art,,wedding site : reservable,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 17th Ave & Taylor St,5.88,Colonel Summers Park,12,SE,0,1921,97214,4ff75389c89f8f7b9f960100,basketball court,disabled access picnic area,-122.64692,45.515669,paths : paved,picnic site : reservable,picnic tables,playground,softball field,statue or public art,tennis court,volleyball court,picnic shelter,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
9009 N Foss Ave,0,University Park Community Center,825,N,0,1953,97217,4ff75389c89f8f7b9f760200,basketball court : indoor,community center,-122.711306,45.587692,fitness room,gymnasium,meeting room : reservable,party room : reservable,stage : indoor,statue or public art,weight room,rock climbing wall,computer lab,,wireless Internet access,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
NE 81st Ave & Everett St,0.36,Vestal Community Garden,1383,SE,0,2010,97215,4ff75389c89f8f7b9f010300,community garden,,-122.580771,45.524882,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
NE 47th Ave & Sumner St,0.35,Sumner Street Community Garden,1423,NE,0,2011,97218,4ff75389c89f8f7b9f170300,community garden,,-122.615431,45.559691,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 44th Ave & Powell Blvd,14.41,Creston Park,25,SE,0,1920,97206,4ff75389c89f8f7b9f9f0100,disabled access play area,disabled access restroom,-122.616553,45.496292,disabled access picnic area,dog off-leash area,paths : paved,picnic site : reservable,picnic tables,playground,softball field,horseshoe pit,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
N Fremont St & Interstate Ave,10.93,Overlook Park,497,N,0,1930,97227,4ff75389c89f8f7b9f3b0200,baseball field,basketball court,-122.682802,45.54852,disabled access restroom,disabled access picnic area,dog off-leash area,paths : paved,paths : unpaved,picnic site : reservable,picnic tables,playground,soccer field,,softball field,track,volleyball court,picnic shelter,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
Head of SW Park Place,159.7,Washington Park,841,CC/NW,0,1871,97210,4ff75389c89f8f7b9f7d0200,disabled access play area,disabled access restroom,-122.707115,45.516287,fountain,historical site,paths : paved,paths : unpaved,picnic site : reservable,picnic tables,playground,soccer field,stage,,statue or public art,tennis court,trails : hiking,visitor attraction,vista point,wedding site : reservable,tennis court :  lighted,picnic shelter,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
NE 33rd Ave & US Grant Pl,19.9,Grant Park,167,NE,0,1922,97212,4ff75389c89f8f7b9fe50100,baseball field,basketball court,-122.628899,45.539725,disabled access play area,disabled access restroom,dog off-leash area,football field,fountain,paths : paved,paths : unpaved,picnic site : reservable,picnic tables,,playground,soccer field,softball field,statue or public art,tennis court,track,tennis court :  lighted,splash pad,picnic shelter,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 60th Ave & Salmon St,190.82,Mt Tabor Park,275,SE,0,1909,97215,4ff75389c89f8f7b9f290200,basketball court,disabled access play area,-122.595278,45.511448,disabled access restroom,disabled access picnic area,dog off-leash area,paths : paved,paths : unpaved,picnic site : reservable,picnic tables,playground,stage,,statue or public art,tennis court,wedding site : reservable,horseshoe pit,volleyball court,tennis court :  lighted,picnic shelter,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 28th Ave & Woodstock Blvd,9.49,Crystal Springs Rhododendron Garden,27,SE,0,1923,97202,4ff75389c89f8f7b9fa00100,disabled access restroom,fountain,-122.636068,45.47866,public garden,paths : paved,paths : unpaved,tours : guided,visitor attraction,wedding site : reservable,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 117th Ave & Reedway St,0.44,Furey Community Garden,1410,OE,0,2011,97266,4ff75389c89f8f7b9f0c0300,community garden,,-122.542082,45.481097,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
